Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Lotus,FNATIC,12,1,0,0,3,0,3,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Lotus,Karmine Corp,3,0,3,0,12,1,0,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Icebox,Team Heretics,5,1,6,2,6,0,5,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Icebox,Team Vitality,6,0,5,1,5,1,6,2
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Sunset,Team Heretics,3,2,4,1,8,0,3,2
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Sunset,Team Vitality,8,0,3,2,3,2,4,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Bind,Team Heretics,7,2,3,0,8,2,4,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Bind,Team Vitality,8,2,4,0,7,2,3,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,Sunset,FUT Esports,7,1,4,1,12,0,3,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,Sunset,FNATIC,12,0,3,0,7,1,4,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,Haven,FUT Esports,2,1,2,0,11,1,0,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,Haven,FNATIC,11,1,0,1,2,1,2,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Lotus,Team Vitality,8,1,1,1,7,2,2,2
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Lotus,FNATIC,7,2,2,2,8,1,1,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Sunset,Team Vitality,5,0,1,0,4,2,6,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Sunset,FNATIC,4,2,6,1,5,0,1,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Abyss,Team Heretics,5,2,6,0,5,3,2,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Abyss,FUT Esports,5,3,2,0,5,2,6,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Sunset,Team Heretics,4,4,5,0,8,1,1,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Sunset,FUT Esports,8,1,1,1,4,4,5,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Icebox,Team Vitality,3,1,2,0,7,0,6,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Icebox,Team Heretics,7,0,6,0,3,1,2,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Sunset,Team Vitality,7,1,4,1,2,2,0,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Sunset,Team Heretics,2,2,0,0,7,1,4,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Lotus,Team Vitality,10,0,3,0,3,0,0,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Lotus,Team Heretics,3,0,0,0,10,0,3,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Haven,Team Vitality,11,1,0,1,5,2,2,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Haven,Team Heretics,5,2,2,0,11,1,0,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Haven,FNATIC,8,0,4,1,5,1,2,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Haven,Team Vitality,5,1,2,0,8,0,4,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Ascent,FNATIC,8,1,0,0,7,1,4,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Ascent,Team Vitality,7,1,4,1,8,1,0,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Lotus,FNATIC,4,1,7,1,7,1,1,0
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Lotus,Team Vitality,7,1,1,0,4,1,7,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Bind,FNATIC,6,0,7,0,2,0,0,1
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Bind,Team Vitality,2,0,0,1,6,0,7,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Breeze,G2 Esports,8,1,4,0,6,0,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Breeze,T1,6,0,2,0,8,1,4,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Icebox,G2 Esports,0,0,1,0,10,1,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Icebox,T1,10,1,2,0,0,0,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Lotus,G2 Esports,6,2,6,0,9,0,2,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,G2 Esports vs T1,Lotus,T1,9,0,2,1,6,2,6,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Sunset,FunPlus Phoenix,12,1,0,0,6,0,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Sunset,FUT Esports,6,0,0,1,12,1,0,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Lotus,FunPlus Phoenix,9,1,2,0,10,1,3,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Lotus,FUT Esports,10,1,3,0,9,1,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Icebox,FunPlus Phoenix,9,2,2,0,10,0,0,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,FunPlus Phoenix vs FUT Esports,Icebox,FUT Esports,10,0,0,0,9,2,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Icebox,Gen.G,4,1,2,0,11,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Icebox,Leviatán,11,0,1,1,4,1,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Lotus,Gen.G,8,1,3,1,4,1,0,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Lotus,Leviatán,4,1,0,0,8,1,3,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Breeze,Gen.G,11,2,0,0,5,1,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Gen.G vs Leviatán,Breeze,Leviatán,5,1,1,0,11,2,0,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Icebox,Team Heretics,10,1,2,0,4,0,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Icebox,Dragon Ranger Gaming,4,0,1,0,10,1,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Sunset,Team Heretics,11,1,0,1,4,0,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 1,Team Heretics vs Dragon Ranger Gaming,Sunset,Dragon Ranger Gaming,4,0,1,0,11,1,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Lotus,FunPlus Phoenix,11,4,1,0,11,2,0,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Lotus,Gen.G,11,2,0,1,11,4,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Sunset,FunPlus Phoenix,2,0,5,0,10,0,2,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Sunset,Gen.G,10,0,2,1,2,0,5,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Ascent,FunPlus Phoenix,7,0,4,0,8,1,3,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,FunPlus Phoenix vs Gen.G,Ascent,Gen.G,8,1,3,1,7,0,4,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Lotus,G2 Esports,7,0,2,0,10,2,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Lotus,Team Heretics,10,2,1,0,7,0,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Bind,G2 Esports,6,4,3,0,4,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Bind,Team Heretics,4,0,1,1,6,4,3,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Split,G2 Esports,9,1,3,0,6,1,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,G2 Esports vs Team Heretics,Split,Team Heretics,6,1,1,0,9,1,3,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Breeze,Leviatán,9,0,4,0,6,1,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Breeze,T1,6,1,2,0,9,0,4,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Sunset,Leviatán,6,0,7,0,4,1,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Leviatán vs T1,Sunset,T1,4,1,1,1,6,0,7,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Bind,Dragon Ranger Gaming,8,2,0,0,8,1,4,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Bind,FUT Esports,8,1,4,0,8,2,0,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Ascent,Dragon Ranger Gaming,11,0,1,0,9,0,4,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 2,Dragon Ranger Gaming vs FUT Esports,Ascent,FUT Esports,9,0,4,1,11,0,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Sunset,FunPlus Phoenix,3,0,1,0,10,2,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Sunset,Team Heretics,10,2,1,0,3,0,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Lotus,FunPlus Phoenix,8,3,1,1,3,0,2,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Lotus,Team Heretics,3,0,2,1,8,3,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Icebox,FunPlus Phoenix,13,1,1,0,9,5,2,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FunPlus Phoenix vs Team Heretics,Icebox,Team Heretics,9,5,2,1,13,1,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Sunset,FUT Esports,11,1,1,0,0,0,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Sunset,Leviatán,0,0,1,0,11,1,1,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Lotus,FUT Esports,7,2,2,0,11,0,1,1
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Lotus,Leviatán,11,0,1,1,7,2,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Bind,FUT Esports,8,1,4,0,8,1,2,0
Champions Tour 2024: Masters Shanghai,Swiss Stage,Round 3,FUT Esports vs Leviatán,Bind,Leviatán,8,1,2,0,8,1,4,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,Icebox,100 Thieves,9,1,1,2,1,1,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,Icebox,FUT Esports,1,1,0,0,9,1,1,2
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,Bind,100 Thieves,10,0,3,0,3,1,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,100 Thieves vs FUT Esports,Bind,FUT Esports,3,1,1,0,10,0,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Lotus,FNATIC,6,1,5,1,4,0,5,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Lotus,Gen.G,4,0,5,1,6,1,5,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Bind,FNATIC,8,0,2,0,6,2,4,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Bind,Gen.G,6,2,4,1,8,0,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Breeze,FNATIC,7,2,2,0,8,3,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Breeze,Gen.G,8,3,1,1,7,2,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Split,Paper Rex,11,1,1,0,5,1,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Split,G2 Esports,5,1,1,0,11,1,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,Paper Rex,5,0,4,1,7,1,5,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,G2 Esports,7,1,5,0,5,0,4,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Bind,Paper Rex,3,1,1,0,7,3,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Bind,G2 Esports,7,3,3,0,3,1,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Sunset,EDward Gaming,6,0,0,0,7,1,5,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Sunset,Team Heretics,7,1,5,0,6,0,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Split,EDward Gaming,3,0,0,0,8,0,2,3
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,EDward Gaming vs Team Heretics,Split,Team Heretics,8,0,2,3,3,0,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Split,FUT Esports,4,1,0,0,11,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Split,FNATIC,11,1,0,1,4,1,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Lotus,FUT Esports,11,1,1,0,5,1,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Lotus,FNATIC,5,1,2,0,11,1,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Ascent,FUT Esports,11,0,1,1,3,0,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,FUT Esports vs FNATIC,Ascent,FNATIC,3,0,0,0,11,0,1,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Bind,Paper Rex,12,0,1,0,8,0,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Bind,EDward Gaming,8,0,3,0,12,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Sunset,Paper Rex,9,0,4,0,4,1,0,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Paper Rex vs EDward Gaming,Sunset,EDward Gaming,4,1,0,1,9,0,4,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Icebox,100 Thieves,6,0,2,2,9,1,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Icebox,Gen.G,9,1,3,0,6,0,2,2
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Ascent,100 Thieves,6,0,2,2,10,1,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,100 Thieves vs Gen.G,Ascent,Gen.G,10,1,2,0,6,0,2,2
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Icebox,G2 Esports,4,0,2,1,8,0,5,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Icebox,Team Heretics,8,0,5,0,4,0,2,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Ascent,G2 Esports,6,0,7,0,8,0,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Ascent,Team Heretics,8,0,3,0,6,0,7,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Lotus,G2 Esports,11,0,2,0,3,1,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,G2 Esports vs Team Heretics,Lotus,Team Heretics,3,1,0,0,11,0,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Breeze,100 Thieves,11,0,2,0,4,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Breeze,Paper Rex,4,0,1,0,11,0,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Sunset,100 Thieves,6,1,3,0,12,1,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Sunset,Paper Rex,12,1,0,0,6,1,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Icebox,100 Thieves,7,2,5,0,8,2,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,100 Thieves vs Paper Rex,Icebox,Paper Rex,8,2,2,0,7,2,5,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Bind,Team Heretics,7,1,5,0,4,2,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Bind,FUT Esports,4,2,1,0,7,1,5,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Sunset,Team Heretics,5,1,6,1,3,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Team Heretics vs FUT Esports,Sunset,FUT Esports,3,0,1,0,5,1,6,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,Lotus,G2 Esports,2,3,3,0,11,0,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,Lotus,Gen.G,11,0,2,0,2,3,3,0
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,Ascent,G2 Esports,4,2,4,0,9,1,2,1
Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,G2 Esports vs Gen.G,Ascent,Gen.G,9,1,2,1,4,2,4,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,Bind,100 Thieves,11,2,0,0,10,2,2,1
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,Bind,Team Heretics,10,2,2,1,11,2,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,Sunset,100 Thieves,1,0,0,0,8,0,5,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 3,100 Thieves vs Team Heretics,Sunset,Team Heretics,8,0,5,0,1,0,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Bind,G2 Esports,1,0,1,0,9,2,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Bind,Team Heretics,9,2,2,0,1,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Icebox,G2 Esports,4,0,2,0,6,0,7,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Icebox,Team Heretics,6,0,7,0,4,0,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Lotus,G2 Esports,7,0,1,0,9,2,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Lower Final,G2 Esports vs Team Heretics,Lotus,Team Heretics,9,2,2,0,7,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Breeze,Gen.G,10,0,1,2,3,1,2,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Breeze,Team Heretics,3,1,2,0,10,0,1,2
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Icebox,Gen.G,8,0,1,0,3,2,7,1
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Icebox,Team Heretics,3,2,7,1,8,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Ascent,Gen.G,8,1,0,0,10,2,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Ascent,Team Heretics,10,2,1,0,8,1,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Lotus,Gen.G,10,0,2,1,3,0,1,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Lotus,Team Heretics,3,0,1,0,10,0,2,1
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Split,Gen.G,9,3,1,0,3,0,0,0
Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Gen.G vs Team Heretics,Split,Team Heretics,3,0,0,0,9,3,1,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Bind,Bilibili Gaming,1,0,1,1,8,4,1,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Bind,TYLOO,8,4,1,0,1,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Icebox,Bilibili Gaming,10,0,3,0,4,1,1,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Icebox,TYLOO,4,1,1,0,10,0,3,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Lotus,Bilibili Gaming,7,2,4,0,3,0,3,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Bilibili Gaming vs TYLOO,Lotus,TYLOO,3,0,3,0,7,2,4,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Split,Wolves Esports,11,0,2,0,5,0,0,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Split,Titan Esports Club,5,0,0,0,11,0,2,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Bind,Wolves Esports,8,3,1,0,10,3,1,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Bind,Titan Esports Club,10,3,1,0,8,3,1,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Lotus,Wolves Esports,3,2,5,0,9,0,4,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Wolves Esports vs Titan Esports Club,Lotus,Titan Esports Club,9,0,4,0,3,2,5,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Icebox,Dragon Ranger Gaming,9,0,2,2,8,1,2,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Icebox,All Gamers,8,1,2,0,9,0,2,2
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Sunset,Dragon Ranger Gaming,10,0,1,0,11,0,2,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Sunset,All Gamers,11,0,2,0,10,0,1,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Breeze,Dragon Ranger Gaming,5,0,2,1,6,2,5,0
Champions Tour 2024: China Stage 1,Regular Season,Week 1,Dragon Ranger Gaming vs All Gamers,Breeze,All Gamers,6,2,5,0,5,0,2,1
Champions Tour 2024: China Stage 1,Regular Season,Week 1,EDward Gaming vs JDG Esports,Ascent,EDward Gaming,11,1,1,0,4,0,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 1,EDward Gaming vs JDG Esports,Ascent,JDG Esports,4,0,0,1,11,1,1,0
